"rule_id","authority","standard","ig_version","severity","message","pattern","check_tree_preview","status","converted_at","p21_primitive","notes"
"828","CDISC","ADaM-IG","1.3","Medium","Within a dataset, there is more than one value of FLGREAS for a given value of FLGREASC, considering only those rows on which both variables are populated","uniqueness-grouped","is_not_unique_relationship(FLGREASC,FLGREAS)","predicate","2026-04-21T21:48:01Z",NA,NA
"829","CDISC","ADaM-IG","1.3","Medium","FLGREASC is present and FLGREAS is not present","presence-pair","exists(FLGREASC) & not_exists(FLGREAS)","predicate","2026-04-21T09:19:57Z","find",NA
"830","CDISC","ADaM-IG","1.3","Medium","DVID is populated and DVIDN is not populated","value-conditional-populated","non_empty(DVID) & empty(DVIDN)","predicate","2026-04-21T11:35:41Z","condition",NA
"831","CDISC","ADaM-IG","1.3","Medium","DVIDN is populated and DVID is not populated","value-conditional-populated","non_empty(DVIDN) & empty(DVID)","predicate","2026-04-21T11:35:41Z","condition",NA
"832","CDISC","ADaM-IG","1.3","Medium","Within a dataset, there is more than one value of DVIDN for a given value of DVID, considering only those rows on which both variables are populated.  ","uniqueness-grouped","is_not_unique_relationship(DVID,DVIDN)","predicate","2026-04-21T21:48:01Z",NA,NA
"833","CDISC","ADaM-IG","1.3","Medium","Within a dataset, there is more than one value of DVID for a given value of DVIDN, considering only those rows on which both variables are populated","uniqueness-grouped","is_not_unique_relationship(DVIDN,DVID)","predicate","2026-04-21T21:48:01Z",NA,NA
"834","CDISC","ADaM-IG","1.3","Medium","DVIDN is present and DVID is not present","presence-pair","exists(DVIDN) & not_exists(DVID)","predicate","2026-04-21T09:19:57Z","find",NA
"835","CDISC","ADaM-IG","1.3","Medium","BLQFL is populated and BLQFN is not populated","value-conditional-populated","non_empty(BLQFL) & empty(BLQFN)","predicate","2026-04-21T11:35:41Z","condition",NA
"836","CDISC","ADaM-IG","1.3","Medium","BLQFN is populated and BLQFL is not populated","value-conditional-populated","non_empty(BLQFN) & empty(BLQFL)","predicate","2026-04-21T11:35:41Z","condition",NA
"837","CDISC","ADaM-IG","1.3","Medium","Within a dataset, there is more than one value of BLQFN for a given value of BLQFL, considering only those rows on which both variables are populated.  ","uniqueness-grouped","is_not_unique_relationship(BLQFL,BLQFN)","predicate","2026-04-21T21:48:01Z",NA,NA
"838","CDISC","ADaM-IG","1.3","Medium","Within a dataset, there is more than one value of BLQFL for a given value of BLQFN, considering only those rows on which both variables are populated","uniqueness-grouped","is_not_unique_relationship(BLQFN,BLQFL)","predicate","2026-04-21T21:48:01Z",NA,NA
"839","CDISC","ADaM-IG","1.3","Medium","BLQFN is present and BLQFL is not present","presence-pair","exists(BLQFN) & not_exists(BLQFL)","predicate","2026-04-21T09:19:57Z","find",NA
"840","CDISC","ADaM-IG","1.3","Medium","ALQFL is populated and ALQFN is not populated","value-conditional-populated","non_empty(ALQFL) & empty(ALQFN)","predicate","2026-04-21T11:35:41Z","condition",NA
"841","CDISC","ADaM-IG","1.3","Medium","ALQFN is populated and ALQFL is not populated","value-conditional-populated","non_empty(ALQFN) & empty(ALQFL)","predicate","2026-04-21T11:35:41Z","condition",NA
"842","CDISC","ADaM-IG","1.3","Medium","Within a dataset, there is more than one value of ALQFN for a given value of ALQFL, considering only those rows on which both variables are populated.  ","uniqueness-grouped","is_not_unique_relationship(ALQFL,ALQFN)","predicate","2026-04-21T21:48:01Z",NA,NA
"843","CDISC","ADaM-IG","1.3","Medium","Within a dataset, there is more than one value of ALQFL for a given value of ALQFN, considering only those rows on which both variables are populated","uniqueness-grouped","is_not_unique_relationship(ALQFN,ALQFL)","predicate","2026-04-21T21:48:01Z",NA,NA
"844","CDISC","ADaM-IG","1.3","Medium","ALQFN is present and ALQFL is not present","presence-pair","exists(ALQFN) & not_exists(ALQFL)","predicate","2026-04-21T09:19:57Z","find",NA
"845","CDISC","ADaM-IG","1.3","Medium","FORM is populated and FORMN is not populated","value-conditional-populated","non_empty(FORM) & empty(FORMN)","predicate","2026-04-21T11:35:41Z","condition",NA
"846","CDISC","ADaM-IG","1.3","Medium","FORMN is populated and FORM is not populated","value-conditional-populated","non_empty(FORMN) & empty(FORM)","predicate","2026-04-21T11:35:41Z","condition",NA
"847","CDISC","ADaM-IG","1.3","Medium","Within a dataset, there is more than one value of FORMN for a given value of FORM, considering only those rows on which both variables are populated.  ","uniqueness-grouped","is_not_unique_relationship(FORM,FORMN)","predicate","2026-04-21T21:48:01Z",NA,NA
"848","CDISC","ADaM-IG","1.3","Medium","Within a dataset, there is more than one value of FORM for a given value of FORMN, considering only those rows on which both variables are populated","uniqueness-grouped","is_not_unique_relationship(FORMN,FORM)","predicate","2026-04-21T21:48:01Z",NA,NA
"849","CDISC","ADaM-IG","1.3","Medium","FORMN is present and FORM is not present","presence-pair","exists(FORMN) & not_exists(FORM)","predicate","2026-04-21T09:19:57Z","find",NA
"85","CDISC","ADaM-IG","1.0,1.1,1.2,1.3","Medium","A variable is present with the same name as a variable present in ADSL but the variables do not have identical labels","adsl-var-attr-consistency","shared_attr_mismatch(label,ADSL)","predicate","2026-04-21T20:05:57Z",NA,NA
"850","CDISC","ADaM-IG","1.3","Medium","ROUTE is populated and ROUTEN is not populated","value-conditional-populated","non_empty(ROUTE) & empty(ROUTEN)","predicate","2026-04-21T11:35:41Z","condition",NA
"851","CDISC","ADaM-IG","1.3","Medium","ROUTEN is populated and ROUTE is not populated","value-conditional-populated","non_empty(ROUTEN) & empty(ROUTE)","predicate","2026-04-21T11:35:41Z","condition",NA
"852","CDISC","ADaM-IG","1.3","Medium","Within a dataset, there is more than one value of ROUTEN for a given value of ROUTE, considering only those rows on which both variables are populated.  ","uniqueness-grouped","is_not_unique_relationship(ROUTE,ROUTEN)","predicate","2026-04-21T21:48:01Z",NA,NA
"853","CDISC","ADaM-IG","1.3","Medium","Within a dataset, there is more than one value of ROUTE for a given value of ROUTEN, considering only those rows on which both variables are populated","uniqueness-grouped","is_not_unique_relationship(ROUTEN,ROUTE)","predicate","2026-04-21T21:48:01Z",NA,NA
"854","CDISC","ADaM-IG","1.3","Medium","ROUTEN is present and ROUTE is not present","presence-pair","exists(ROUTEN) & not_exists(ROUTE)","predicate","2026-04-21T09:19:57Z","find",NA
"855","CDISC","ADaM-IG","1.3","Medium","ACYCLE is populated and ACYCLEC is not populated","value-conditional-populated","non_empty(ACYCLE) & empty(ACYCLEC)","predicate","2026-04-21T11:35:41Z","condition",NA
"856","CDISC","ADaM-IG","1.3","Medium","ACYCLEC is populated and ACYCLE is not populated","value-conditional-populated","non_empty(ACYCLEC) & empty(ACYCLE)","predicate","2026-04-21T11:35:41Z","condition",NA
"857","CDISC","ADaM-IG","1.3","Medium","Within a dataset, there is more than one value of ACYCLEC for a given value of ACYCLE, considering only those rows on which both variables are populated.  ","uniqueness-grouped","is_not_unique_relationship(ACYCLE,ACYCLEC)","predicate","2026-04-21T21:48:01Z",NA,NA
"858","CDISC","ADaM-IG","1.3","Medium","Within a dataset, there is more than one value of ACYCLE for a given value of ACYCLEC, considering only those rows on which both variables are populated","uniqueness-grouped","is_not_unique_relationship(ACYCLEC,ACYCLE)","predicate","2026-04-21T21:48:01Z",NA,NA
"859","CDISC","ADaM-IG","1.3","Medium","ACYCLEC is present and ACYCLE is not present","presence-pair","exists(ACYCLEC) & not_exists(ACYCLE)","predicate","2026-04-21T09:19:57Z","find",NA
"86","CDISC","ADaM-IG","1.0,1.1,1.2,1.3","Medium","A variable is present with the same name as a variable present in ADSL but the variables do not have identical formats","adsl-var-attr-consistency","shared_attr_mismatch(format,ADSL)","predicate","2026-04-21T20:05:57Z",NA,NA
"860","CDISC","ADaM-IG","1.3","Medium","COHORT is populated and COHORTC is not populated","value-conditional-populated","non_empty(COHORT) & empty(COHORTC)","predicate","2026-04-21T11:35:41Z","condition",NA
"861","CDISC","ADaM-IG","1.3","Medium","COHORTC is populated and COHORT is not populated","value-conditional-populated","non_empty(COHORTC) & empty(COHORT)","predicate","2026-04-21T11:35:41Z","condition",NA
"862","CDISC","ADaM-IG","1.3","Medium","Within a dataset, there is more than one value of COHORTC for a given value of COHORT, considering only those rows on which both variables are populated.  ","uniqueness-grouped","is_not_unique_relationship(COHORT,COHORTC)","predicate","2026-04-21T21:48:01Z",NA,NA
"863","CDISC","ADaM-IG","1.3","Medium","Within a dataset, there is more than one value of COHORT for a given value of COHORTC, considering only those rows on which both variables are populated","uniqueness-grouped","is_not_unique_relationship(COHORTC,COHORT)","predicate","2026-04-21T21:48:01Z",NA,NA
"864","CDISC","ADaM-IG","1.3","Medium","COHORTC is present and COHORT is not present","presence-pair","exists(COHORTC) & not_exists(COHORT)","predicate","2026-04-21T09:19:57Z","find",NA
"865","CDISC","ADaM-IG","1.3","Medium","RACE is populated and RACEN is not populated","value-conditional-populated","non_empty(RACE) & empty(RACEN)","predicate","2026-04-21T11:35:41Z","condition",NA
"866","CDISC","ADaM-IG","1.3","Medium","RACEN is populated and RACE is not populated","value-conditional-populated","non_empty(RACEN) & empty(RACE)","predicate","2026-04-21T11:35:41Z","condition",NA
"867","CDISC","ADaM-IG","1.3","Medium","Within a dataset, there is more than one value of RACEN for a given value of RACE, considering only those rows on which both variables are populated.  ","uniqueness-grouped","is_not_unique_relationship(RACE,RACEN)","predicate","2026-04-21T21:48:01Z",NA,NA
"868","CDISC","ADaM-IG","1.3","Medium","Within a dataset, there is more than one value of RACE for a given value of RACEN, considering only those rows on which both variables are populated","uniqueness-grouped","is_not_unique_relationship(RACEN,RACE)","predicate","2026-04-21T21:48:01Z",NA,NA
"869","CDISC","ADaM-IG","1.3","Medium","RACEN is present and RACE is not present","presence-pair","exists(RACEN) & not_exists(RACE)","predicate","2026-04-21T09:19:57Z","find",NA
"870","CDISC","ADaM-IG","1.3","Medium","SEX is populated and SEXN is not populated","value-conditional-populated","non_empty(SEX) & empty(SEXN)","predicate","2026-04-21T11:35:41Z","condition",NA
"871","CDISC","ADaM-IG","1.3","Medium","SEXN is populated and SEX is not populated","value-conditional-populated","non_empty(SEXN) & empty(SEX)","predicate","2026-04-21T11:35:41Z","condition",NA
"872","CDISC","ADaM-IG","1.3","Medium","Within a dataset, there is more than one value of SEXN for a given value of SEX, considering only those rows on which both variables are populated.  ","uniqueness-grouped","is_not_unique_relationship(SEX,SEXN)","predicate","2026-04-21T21:48:01Z",NA,NA
"873","CDISC","ADaM-IG","1.3","Medium","Within a dataset, there is more than one value of SEX for a given value of SEXN, considering only those rows on which both variables are populated","uniqueness-grouped","is_not_unique_relationship(SEXN,SEX)","predicate","2026-04-21T21:48:01Z",NA,NA
"874","CDISC","ADaM-IG","1.3","Medium","SEXN is present and SEX is not present","presence-pair","exists(SEXN) & not_exists(SEX)","predicate","2026-04-21T09:19:57Z","find",NA
"875","CDISC","ADaM-IG","1.3","Medium","COUNTRY is populated and COUNTRYN is not populated","value-conditional-populated","non_empty(COUNTRY) & empty(COUNTRYN)","predicate","2026-04-21T11:35:41Z","condition",NA
"876","CDISC","ADaM-IG","1.3","Medium","COUNTRYN is populated and COUNTRY is not populated","value-conditional-populated","non_empty(COUNTRYN) & empty(COUNTRY)","predicate","2026-04-21T11:35:41Z","condition",NA
"877","CDISC","ADaM-IG","1.3","Medium","Within a dataset, there is more than one value of COUNTRYN for a given value of COUNTRY, considering only those rows on which both variables are populated.  ","uniqueness-grouped","is_not_unique_relationship(COUNTRY,COUNTRYN)","predicate","2026-04-21T21:48:01Z",NA,NA
"878","CDISC","ADaM-IG","1.3","Medium","Within a dataset, there is more than one value of COUNTRY for a given value of COUNTRYN, considering only those rows on which both variables are populated","uniqueness-grouped","is_not_unique_relationship(COUNTRYN,COUNTRY)","predicate","2026-04-21T21:48:01Z",NA,NA
"879","CDISC","ADaM-IG","1.3","Medium","COUNTRYN is present and COUNTRY is not present","presence-pair","exists(COUNTRYN) & not_exists(COUNTRY)","predicate","2026-04-21T09:19:57Z","find",NA
"88","CDISC","ADaM-IG","1.0,1.1,1.2,1.3","Medium","STUDYID is not present","presence-required","not_exists(STUDYID)","predicate","2026-04-21T11:26:53Z","required",NA
"880","CDISC","ADaM-IG","1.3","Medium","COUNTRY is populated and COUNTRYL is not populated","value-conditional-populated","non_empty(COUNTRY) & empty(COUNTRYL)","predicate","2026-04-21T11:35:41Z","condition",NA
"881","CDISC","ADaM-IG","1.3","Medium","COUNTRYL is populated and COUNTRY is not populated","value-conditional-populated","non_empty(COUNTRYL) & empty(COUNTRY)","predicate","2026-04-21T11:35:41Z","condition",NA
"882","CDISC","ADaM-IG","1.3","Medium","Within a dataset, there is more than one value of COUNTRYL for a given value of COUNTRY, considering only those rows on which both variables are populated.  ","uniqueness-grouped","is_not_unique_relationship(COUNTRY,COUNTRYL)","predicate","2026-04-21T21:48:01Z",NA,NA
"883","CDISC","ADaM-IG","1.3","Medium","Within a dataset, there is more than one value of COUNTRY for a given value of COUNTRYL, considering only those rows on which both variables are populated","uniqueness-grouped","is_not_unique_relationship(COUNTRYL,COUNTRY)","predicate","2026-04-21T21:48:01Z",NA,NA
"884","CDISC","ADaM-IG","1.3","Medium","COUNTRYL is present and COUNTRY is not present","presence-pair","exists(COUNTRYL) & not_exists(COUNTRY)","predicate","2026-04-21T09:19:57Z","find",NA
"885","CDISC","ADaM-IG","1.3","Medium","USUBJIDN is not present","presence-required","not_exists(USUBJIDN)","predicate","2026-04-21T11:26:53Z","required",NA
"886","CDISC","ADaM-IG","1.3","Medium","AFRLT is not present","presence-required","not_exists(AFRLT)","predicate","2026-04-21T11:26:53Z","required",NA
"887","CDISC","ADaM-IG","1.3","Medium","EVID is not present","presence-required","not_exists(EVID)","predicate","2026-04-21T11:26:53Z","required",NA
"888","CDISC","ADaM-IG","1.3","Medium","DV is not present","presence-required","not_exists(DV)","predicate","2026-04-21T11:26:53Z","required",NA
"889","CDISC","ADaM-IG","1.3","Medium","MDV is not present","presence-required","not_exists(MDV)","predicate","2026-04-21T11:26:53Z","required",NA
"89","CDISC","ADaM-IG","1.0,1.1,1.2,1.3","Medium","USUBJID is not present","presence-required","not_exists(USUBJID)","predicate","2026-04-21T11:26:53Z","required",NA
"890","CDISC","ADaM-IG","1.3","Medium","AMT is not present","presence-required","not_exists(AMT)","predicate","2026-04-21T11:26:53Z","required",NA
"90","CDISC","ADaM-IG","1.0","Medium","TRTP is not present","presence-required","not_exists(TRTP)","predicate","2026-04-21T11:26:53Z","required",NA
"92","CDISC","ADaM-IG","1.0","Medium","There is more than one value of TRTPN for a given value of TRTP","uniqueness-grouped","is_not_unique_relationship(TRTP,TRTPN)","predicate","2026-04-21T11:50:50Z","unique",NA
"93","CDISC","ADaM-IG","1.0","Medium","There is more than one value of TRTP for a given value of TRTPN","uniqueness-grouped","is_not_unique_relationship(TRTPN,TRTP)","predicate","2026-04-21T11:50:50Z","unique",NA
"95","CDISC","ADaM-IG","1.0","Medium","There is more than one value of TRTAN for a given value of TRTA","uniqueness-grouped","is_not_unique_relationship(TRTA,TRTAN)","predicate","2026-04-21T11:50:50Z","unique",NA
"96","CDISC","ADaM-IG","1.0","Medium","There is more than one value of TRTA for a given value of TRTAN","uniqueness-grouped","is_not_unique_relationship(TRTAN,TRTA)","predicate","2026-04-21T11:50:50Z","unique",NA
"97","CDISC","ADaM-IG","1.0,1.1,1.2,1.3","Medium","TRTPGyN is present and TRTPGy is not present","presence-pair","exists(TRTPGyN) & not_exists(TRTPGy)","predicate","2026-04-21T10:17:01Z","find","xx/y-indexed via expand: key"
"CG0008","CDISC","SDTM-IG","3.2,3.3,3.4","Medium","--ELTM = null","value-conditional-null-empty","empty(--TPTREF) & non_empty(--ELTM)","predicate","2026-04-21T13:51:48Z",NA,NA
"CG0009","CDISC","SDTM-IG","3.2,3.3,3.4","Medium","EPOCH in TA.EPOCH","cross-lookup","is_not_contained_by(EPOCH,TA.EPOCH)","predicate","2026-04-21T12:20:10Z","lookup",NA
"CG0026","CDISC","SDTM-IG","3.2,3.3,3.4","Medium","--RFTDTC = null","value-conditional-null-empty","empty(--TPTREF) & non_empty(--RFTDTC)","predicate","2026-04-21T13:51:48Z",NA,NA
"CG0027","CDISC","SDTM-IG","3.2,3.3,3.4","Medium","--SCAT ^= --CAT","value-conditional-not-equal-column","non_empty(--SCAT) & equal_to(--SCAT,--CAT,FALSE)","predicate","2026-04-21T15:03:22Z",NA,NA
"CG0029","CDISC","SDTM-IG","3.2,3.3,3.4","Medium","USUBJID in DM.USUBJID","cross-lookup","is_not_contained_by(USUBJID,DM.USUBJID)","predicate","2026-04-21T12:20:10Z","lookup",NA
"CG0031","CDISC","SDTM-IG","3.2,3.3,3.4","Medium","VISIT in TV.VISIT","cross-lookup","is_not_contained_by(VISIT,TV.VISIT)","predicate","2026-04-21T12:20:10Z","lookup",NA
"CG0033","CDISC","SDTM-IG","3.2,3.3,3.4","Medium","VISITNUM in TV.VISITNUM","cross-lookup","is_not_contained_by(VISITNUM,TV.VISITNUM)","predicate","2026-04-21T12:20:10Z","lookup",NA
"CG0034","CDISC","SDTM-IG","3.2,3.3,3.4","Medium","VISITNUM in SV.VISITNUM","cross-lookup","is_not_contained_by(VISITNUM,SV.VISITNUM)","predicate","2026-04-21T12:20:10Z","lookup",NA
"CG0035","CDISC","SDTM-IG","3.2,3.3,3.4","Medium","VISIT and VISITNUM have a one-to-one relationship","uniqueness-grouped","is_not_unique_relationship(VISIT,VISITNUM)","predicate","2026-04-21T16:25:34Z",NA,NA
"CG0040","CDISC","SDTM-IG","3.2,3.3,3.4","Medium","AEOCCUR not present in dataset","presence-forbidden","exists(AEOCCUR)","predicate","2026-04-21T10:48:15Z","find_prohibited",NA
"CG0044","CDISC","SDTM-IG","3.2,3.3,3.4","Medium","AESTAT not present in dataset","presence-forbidden","exists(AESTAT)","predicate","2026-04-21T10:48:15Z","find_prohibited",NA
"CG0045","CDISC","SDTM-IG","3.2,3.3,3.4","Medium","--ENRTPT ^= null","value-not-null","empty(--ENRTPT)","predicate","2026-04-21T11:05:30Z","required",NA
"CG0046","CDISC","SDTM-IG","3.2,3.3,3.4","Medium","--ENTPT ^= null","value-not-null","empty(--ENTPT)","predicate","2026-04-21T11:05:30Z","required",NA
"CG0047","CDISC","SDTM-IG","3.2,3.3,3.4","Medium","--MODIFY ^= null","value-not-null","empty(--MODIFY)","predicate","2026-04-21T11:05:30Z","required",NA
"CG0049","CDISC","SDTM-IG","3.2,3.3,3.4","Medium","--DECOD and --PTCD have a one-to-one relationship","uniqueness-grouped","is_not_unique_relationship(--DECOD,--PTCD)","predicate","2026-04-21T16:25:34Z",NA,NA
"CG0050","CDISC","SDTM-IG","3.2,3.3,3.4","Medium","--DECOD ^= null","value-not-null","empty(--DECOD)","predicate","2026-04-21T11:05:30Z","required",NA
"CG0053","CDISC","SDTM-IG","3.2,3.3,3.4","Medium","--REASND not present in dataset","presence-forbidden","exists(--REASND)","predicate","2026-04-21T10:48:15Z","find_prohibited",NA
"CG0056","CDISC","SDTM-IG","3.2,3.3,3.4","Medium","--STAT not present in dataset","presence-forbidden","exists(--STAT)","predicate","2026-04-21T10:48:15Z","find_prohibited",NA
"CG0057","CDISC","SDTM-IG","3.2,3.3,3.4","Medium","--ENRTPT present in dataset","presence-pair","exists(--ENTPT) & not_exists(--ENRTPT)","predicate","2026-04-21T14:45:10Z",NA,NA
"CG0058","CDISC","SDTM-IG","3.2,3.3,3.4","Medium","--ENTPT present in dataset","presence-pair","exists(--ENRTPT) & not_exists(--ENTPT)","predicate","2026-04-21T14:45:10Z",NA,NA
"CG0059","CDISC","SDTM-IG","3.2,3.3,3.4","Medium","--STRTPT ^= null","value-not-null","empty(--STRTPT)","predicate","2026-04-21T11:05:30Z","required",NA
"CG0060","CDISC","SDTM-IG","3.2,3.3,3.4","Medium","--STRTPT present in dataset","presence-pair","exists(--STTPT) & not_exists(--STRTPT)","predicate","2026-04-21T14:45:10Z",NA,NA
"CG0061","CDISC","SDTM-IG","3.2,3.3,3.4","Medium","--STTPT ^= null","value-not-null","empty(--STTPT)","predicate","2026-04-21T11:05:30Z","required",NA
"CG0062","CDISC","SDTM-IG","3.2,3.3,3.4","Medium","--STTPT present in dataset","presence-pair","exists(--STRTPT) & not_exists(--STTPT)","predicate","2026-04-21T14:45:10Z",NA,NA
"CG0063","CDISC","SDTM-IG","3.2","Medium","EPOCH ^= null","value-not-null","empty(EPOCH)","predicate","2026-04-21T11:05:30Z","required",NA
"CG0065","CDISC","SDTM-IG","3.2,3.3,3.4","Medium","DSDECOD = 'COMPLETED'","value-conditional-literal-assert","is_contained_by(DSTERM,COMPLETED) & not_equal_to(DSDECOD,COMPLETED)","predicate","2026-04-21T14:32:01Z",NA,NA
"CG0066","CDISC","SDTM-IG","3.2","Medium","DSTERM = DSDECOD","value-conditional-equal-column","is_contained_by(DSCAT,PROTOCOL MILESTONE) & not_equal_to(DSTERM,DSDECOD,FALSE)","predicate","2026-04-21T13:42:52Z",NA,NA
"CG0068","CDISC","SDTM-IG","3.2,3.3,3.4","Medium","For each subject, earliest DSSTDTC = DM.RFICDTC","value-compare-subject-ordinal","non_empty(DSSTDTC) & less_than_by_key(DSSTDTC,DM,RFICDTC,USUBJID)","predicate","2026-04-21T16:07:06Z",NA,NA
"CG0073","CDISC","SDTM-IG","3.2","Medium","EPOCH = null","value-conditional-null-eq","equal_to(DSCAT,PROTOCOL MILESTONE) & non_empty(EPOCH)","predicate","2026-04-21T13:51:48Z",NA,NA
"CG0075","CDISC","SDTM-IG","3.2,3.3,3.4","Medium","DVSTDTC >= DM.RFICDTC","value-compare-subject-ordinal","non_empty(DVSTDTC) & less_than_by_key(DVSTDTC,DM,RFICDTC,USUBJID)","predicate","2026-04-21T16:07:06Z",NA,NA
"CG0079","CDISC","SDTM-IG","3.2,3.3,3.4","Medium","MHSTDTC < DM.RFSTDTC","value-compare-subject-ordinal","non_empty(MHSTDTC) & greater_than_by_key(MHSTDTC,DM,RFSTDTC,USUBJID)","predicate","2026-04-21T16:07:06Z",NA,NA
"CG0082","CDISC","SDTM-IG","3.2,3.3,3.4","Medium","--BDSYCD ^= null","value-not-null","empty(--BDSYCD)","predicate","2026-04-21T11:05:30Z","required",NA
"CG0083","CDISC","SDTM-IG","3.2,3.3,3.4","Medium","--BDSYCD and --BODSYS have a one-to-one relationship","uniqueness-grouped","is_not_unique_relationship(--BODSYS,--BDSYCD)","predicate","2026-04-21T16:25:34Z",NA,NA
"CG0084","CDISC","SDTM-IG","3.2,3.3,3.4","Medium","--TOX not present in dataset","presence-forbidden","exists(--TOX)","predicate","2026-04-21T10:48:15Z","find_prohibited",NA
"CG0085","CDISC","SDTM-IG","3.2,3.3,3.4","Medium","--PRESP in ('Y', null)","value-in-set","is_not_contained_by(--PRESP,Y)","predicate","2026-04-21T16:25:34Z",NA,NA
"CG0086","CDISC","SDTM-IG","3.2,3.3,3.4","Medium","--OCCUR ^= null","value-not-null","empty(--OCCUR)","predicate","2026-04-21T11:05:30Z","required",NA
"CG0087","CDISC","SDTM-IG","3.2,3.3,3.4","Medium","--OCCUR = null","value-conditional-null-empty","empty(--PRESP) & non_empty(--OCCUR)","predicate","2026-04-21T15:52:59Z",NA,NA
"CG0088","CDISC","SDTM-IG","3.2,3.3,3.4","Medium","--OCCUR not present in dataset","presence-forbidden","exists(--OCCUR)","predicate","2026-04-21T10:48:15Z","find_prohibited",NA
"CG0089","CDISC","SDTM-IG","3.2,3.3,3.4","Medium","--PRESP = 'Y'","value-conditional-populated-eq-lit","non_empty(--OCCUR) & not_equal_to(--PRESP,Y)","predicate","2026-04-21T15:23:47Z",NA,NA
"CG0090","CDISC","SDTM-IG","3.2,3.3,3.4","Medium","--TPTREF present in dataset","presence-pair","exists(--RFTDTC) & not_exists(--TPTREF)","predicate","2026-04-21T14:45:10Z",NA,NA
"CG0091","CDISC","SDTM-IG","3.4","Medium","--TPT present in dataset","presence-pair","exists(--TPTNUM) & not_exists(--TPT)","predicate","2026-04-21T14:45:10Z",NA,NA
"CG0092","CDISC","SDTM-IG","3.2,3.3,3.4","Medium","--TPTREF present in dataset","presence-pair","exists(--ELTM) & not_exists(--TPTREF)","predicate","2026-04-21T14:45:10Z",NA,NA
"CG0093","CDISC","SDTM-IG","3.2,3.3,3.4","Medium","--TPTREF not present in dataset","presence-forbidden","exists(--TPTREF)","predicate","2026-04-21T10:48:15Z","find_prohibited",NA
"CG0094","CDISC","SDTM-IG","3.2,3.3,3.4","Medium","--STAT = 'NOT DONE'","value-conditional-populated-eq-lit","non_empty(--REASND) & not_equal_to(--STAT,NOT DONE)","predicate","2026-04-21T15:30:36Z",NA,NA
"CG0095","CDISC","SDTM-IG","3.2,3.3,3.4","Medium","--LAT not present in dataset","presence-forbidden","exists(--LAT)","predicate","2026-04-21T10:48:15Z","find_prohibited",NA
"CG0096","CDISC","SDTM-IG","3.2,3.3,3.4","Medium","CMDECOD ^= null","value-not-null","empty(CMDECOD)","predicate","2026-04-21T11:05:30Z","required",NA
"CG0099","CDISC","SDTM-IG","3.2,3.3,3.4","Medium","--MODIFY ^= null","value-not-null","empty(--MODIFY)","predicate","2026-04-21T11:05:30Z","required",NA
"CG0102","CDISC","SDTM-IG","3.2,3.3,3.4","Medium","EXDOSE = 0","value-conditional-literal-assert","is_contained_by(EXTRT,PLACEBO) & not_equal_to(EXDOSE,0)","predicate","2026-04-21T15:52:59Z",NA,NA
"CG0105","CDISC","SDTM-IG","3.2,3.3,3.4","Medium","EXVAMT not present in dataset","presence-forbidden","exists(EXVAMT)","predicate","2026-04-21T10:48:15Z","find_prohibited",NA
"CG0106","CDISC","SDTM-IG","3.2,3.3,3.4","Medium","--VAMT = null","value-conditional-null-empty","empty(--TRTV) & non_empty(--VAMT)","predicate","2026-04-21T13:51:48Z",NA,NA
"CG0107","CDISC","SDTM-IG","3.2,3.3,3.4","Medium","EXVAMTU not present in dataset","presence-forbidden","exists(EXVAMTU)","predicate","2026-04-21T10:48:15Z","find_prohibited",NA
"CG0108","CDISC","SDTM-IG","3.2,3.3,3.4","Medium","--VAMTU = null","value-conditional-null-empty","empty(--TRTV) & non_empty(--VAMTU)","predicate","2026-04-21T13:51:48Z",NA,NA
"CG0110","CDISC","SDTM-IG","3.2,3.3,3.4","Medium","--DOSE = null","value-conditional-null-populated","non_empty(--DOSTXT) & non_empty(--DOSE)","predicate","2026-04-21T13:51:48Z",NA,NA
"CG0111","CDISC","SDTM-IG","3.2,3.3,3.4","Medium","--DOSTXT = null","value-conditional-null-populated","non_empty(--DOSE) & non_empty(--DOSTXT)","predicate","2026-04-21T13:51:48Z",NA,NA
"CG0114","CDISC","SDTM-IG","3.2,3.3,3.4","Medium","--DOSU ^= null","value-not-null","empty(--DOSU)","predicate","2026-04-21T11:05:30Z","required",NA
"CG0115","CDISC","SDTM-IG","3.2,3.3,3.4","Medium","--PORTOT not present in dataset","presence-forbidden","exists(--PORTOT)","predicate","2026-04-21T10:48:15Z","find_prohibited",NA
"CG0116","CDISC","SDTM-IG","3.2,3.3,3.4","Medium","--DIR not present in dataset","presence-forbidden","exists(--DIR)","predicate","2026-04-21T10:48:15Z","find_prohibited",NA
"CG0118","CDISC","SDTM-IG","3.2","Medium","ACTARM in TA.ARM","cross-lookup","is_not_contained_by(ACTARM,TA.ARM)","predicate","2026-04-21T12:20:10Z","lookup",NA
"CG0119","CDISC","SDTM-IG","3.2","Medium","ACTARM = ARM","value-conditional-equal-column","is_contained_by(ACTARM,Screen Failure,Not Assigned) & not_equal_to(ACTARM,ARM,FALSE)","predicate","2026-04-21T13:42:52Z",NA,NA
"CG0121","CDISC","SDTM-IG","3.2","Medium","ARM in TA.ARM","cross-lookup","is_not_contained_by(ARM,TA.ARM)","predicate","2026-04-21T12:20:10Z","lookup",NA
